level_0,index,doc_id,title,doc_sim,par_sim,par_length,doc_length,question_type,truths,q,para,q_id,answer,score,idxs,ids,pos,ner,target,sum_span_score,max_span_score,min_span_score,avg_span_score,sum_doc_score,max_doc_score,min_doc_score,avg_doc_score,first_occurence,num_occurence
2,388,22666,Old Norse,0.5213705897331238,0.0,32,7472,12,['2003'],From which countries did the Norse originate?,"In Iceland, initial before was lost: compare Icelandic ""rangur"" with Danish ""vrang"", OEN ""wrangʀ"". The change is shared with Old Gutnish.",2,Iceland,0.96498441696167,"(3, 10)",388,['NN'],['GPE'],0,1.0523764714598656,0.96498441696167,0.0873920544981956,0.5261882357299328,70.56235970308157,0.8989306558041451,0.0,0.1378171087950812,117,1
3,274,22059,Norse,0.6079975366592407,0.5941990521894283,6,39,12,['2003'],From which countries did the Norse originate?,Norse may also refer to:,2,Norse,0.9607207775115968,"(0, 5)",274,['NNP'],[''],0,3.640210211277008,0.9839040637016296,0.8404143452644348,0.910052552819252,3.9935658790214186,0.7975938526382205,0.2860302244405617,0.4991957348776773,3,1
0,427,22059,Norse,0.8066375255584717,0.7975938526382205,6,39,8,"['Houston, Texas']",Who was the Norse leader?,Norse may also refer to:,3,Norse,0.9839040637016296,"(0, 5)",427,['NNP'],[''],0,3.640210211277008,0.9839040637016296,0.8404143452644348,0.910052552819252,3.9935658790214186,0.7975938526382205,0.2860302244405617,0.4991957348776773,3,1
1,507,22666,Old Norse,0.6998361945152283,0.0,2,7472,8,"['Houston, Texas']",Who was the Norse leader?,Umlaut.,3,Umlaut,0.9728501439094543,"(0, 6)",507,['NNP'],['GPE'],0,3.9217053651809692,0.9728501439094543,0.1919476985931396,0.7843410730361938,70.56235970308157,0.8989306558041451,0.0,0.1378171087950812,83,2
2,574,7355897,An Introduction to Old Norse,0.6682822108268738,0.0,2,482,8,"['Houston, Texas']",Who was the Norse leader?,Overview.,3,Overview,0.972664475440979,"(0, 8)",574,['NN'],[''],0,126.59455341100693,0.9982985854148864,0.1290432214736938,0.6525492443866336,6.354783934786697,0.6934351760170169,0.0,0.23536236795506285,150,1
3,505,22666,Old Norse,0.6998361945152283,0.0,2,7472,8,"['Houston, Texas']",Who was the Norse leader?,Ablaut.,3,Ablaut,0.9713619351387024,"(0, 6)",505,['NNP'],[''],0,3.7046427726745605,0.9713619351387024,0.9003737568855286,0.9261606931686401,70.56235970308157,0.8989306558041451,0.0,0.1378171087950812,81,1
0,604,225777,Battle of Civitate,0.5265790820121765,0.1917414228795681,68,2537,2,['late 1990s'],What century did the Normans first gain their separate identity?,"The Normans had arrived in Southern Italy in 1017, in a pilgrimage to the sanctuary of St. Michael Archangel in Monte Sant'Angelo sul Gargano (Apulia). These warriors had been used to counter the threat posed by the Saracens, who, from their bases in Sicily, raided South Italy without much resistance from the Lombard and Byzantine rulers of the affected lands.",4,1017,0.933570384979248,"(45, 49)",604,['CD'],['DATE'],0,5.085570052266121,0.987174928188324,0.2459922879934311,0.7265100074665887,142.06366256566938,0.814373069617843,0.0,0.20236988969468572,27,1
1,619,225777,Battle of Civitate,0.5265790820121765,0.0,127,2537,2,['late 1990s'],What century did the Normans first gain their separate identity?,"The raiding activities which brought about such hatred also occurred in the see of Benevento, a deed not emphasized in the Norman chronicles, but for Pope Leo this was the more significant concern in the political instability of the region. In fact, according to Graham Loud, the Beneventians, who previously had been approached by both the German Emperor Henry III and by the Pope previously to swear fealty, finally appealed and submitted to Leo to personally take over the control of the city (as well as lifting a previous excommunication) in 1051. At this point, Benevento was also the border and march land between Rome and the German Empire and the newly established Norman holdings.",4,1051,0.8028783202171326,"(547, 551)",619,['CD'],['DATE'],0,3.6328877098858356,0.9550089836120604,0.0459847338497638,0.7265775419771672,142.06366256566938,0.814373069617843,0.0,0.20236988969468572,42,1
2,627,1770833,Normans Bay railway station,0.5125911235809326,0.0,14,317,2,['late 1990s'],What century did the Normans first gain their separate identity?,A self-service ticket machine was installed at the station in 2016.,4,2016,0.7943947911262512,"(62, 66)",627,['CD'],['DATE'],0,47.73745224997401,0.9986884593963624,0.0227241851389408,0.6042715474680255,48.425881897791044,0.7419216719749391,0.0,0.22011764498995928,50,1
3,613,30839181,The Normans (TV series),0.5307055711746216,0.0,2,640,2,['late 1990s'],What century did the Normans first gain their separate identity?,Conquest.,4,Conquest,0.6442707180976868,"(0, 8)",613,['JJ'],[''],0,20.692468954250216,0.989809513092041,0.0175077859312295,0.5305761270320568,64.97679439534092,0.9501224073169312,0.0,0.25990717758136367,36,1
0,639,991064,Normandy (disambiguation),0.8588142991065979,0.7878859901812314,5,11,8,"[""Destiny's Child""]",Who gave their name to Normandy in the 1000's and 1100's,Normandy may refer to -,5,Normandy,0.9826754331588744,"(0, 8)",639,['JJ'],[''],0,25.653680313378572,0.9997647404670716,0.0389792881906032,0.5830381889404221,14.454894437761682,0.874117903133371,0.5218992697752476,0.6570406562618947,5,2
1,733,40918405,Normandy School District,0.7317512035369873,0.0,4,1170,8,"[""Destiny's Child""]",Who gave their name to Normandy in the 1000's and 1100's,Washington School - 1894,5,Washington School - 1894,0.953464150428772,"(0, 24)",733,"['NNP', 'NNP', 'HYPH', 'CD']","['ORG', 'ORG', 'ORG', 'ORG']",0,7.139017224311829,0.9695911407470704,0.570694625377655,0.8923771530389786,45.874904896614524,0.8829069956137664,0.0,0.18497945522828438,99,1
2,660,6453401,"Normandy, Surrey",0.7228354215621948,0.5448778556073779,66,2446,8,"[""Destiny's Child""]",Who gave their name to Normandy in the 1000's and 1100's,"Normandy lacks any shops for the purchase of food and other essentials, following the closure of several village shops in 2002. The village was home to one pub, the ""Duke of Normandy"" until 2012 when it finally closed. Now it boasts a music and lighting shop, Session Music, specialising in karaoke, as well as Normandy Garage.",5,Session Music,0.9503468871116638,"(260, 273)",660,"['NNP', 'NNP']","['ORG', 'ORG']",0,2.9079298973083496,0.9503468871116638,0.1869187951087951,0.5815859794616699,97.73882816283619,1.0,0.0,0.25386708613723685,26,1
3,651,6453401,"Normandy, Surrey",0.7228354215621948,0.6428700054143235,3,2446,8,"[""Destiny's Child""]",Who gave their name to Normandy in the 1000's and 1100's,Normandy Scouts and,5,Normandy Scouts,0.931212604045868,"(0, 15)",651,"['NNP', 'NNS']","['PERSON', 'PERSON']",0,5.9623703956604,0.9376556277275084,0.6611096858978271,0.8517671993800572,97.73882816283619,1.0,0.0,0.25386708613723685,17,1
0,1045,61482681,List of twin towns and sister cities in Wales,0.5966676473617554,0.0,2,229,2,['Dangerously in Love'],What is France a region of?,St Dogmaels,6,St Dogmaels,0.9776737093925476,"(0, 11)",1045,"['NNP', 'NNPS']","['PERSON', 'PERSON']",0,0.9776737093925476,0.9776737093925476,0.9776737093925476,0.9776737093925476,0.0,0.0,0.0,0.0,270,1
1,1043,61482681,List of twin towns and sister cities in Wales,0.5966676473617554,0.0,2,229,2,['Dangerously in Love'],What is France a region of?,St Clears,6,St Clears,0.9765579700469972,"(0, 9)",1043,"['NNP', 'NNS']","['PERSON', 'PERSON']",0,0.9765579700469972,0.9765579700469972,0.9765579700469972,0.9765579700469972,0.0,0.0,0.0,0.0,268,1
2,1019,61482681,List of twin towns and sister cities in Wales,0.5966676473617554,0.0,2,229,2,['Dangerously in Love'],What is France a region of?,Newcastle Emlyn,6,Newcastle Emlyn,0.9751877784729004,"(0, 15)",1019,"['NNP', 'NNP']","['PERSON', 'PERSON']",0,0.9751877784729004,0.9751877784729004,0.9751877784729004,0.9751877784729004,0.0,0.0,0.0,0.0,244,1
3,1044,61482681,List of twin towns and sister cities in Wales,0.5966676473617554,0.0,2,229,2,['Dangerously in Love'],What is France a region of?,St Davids,6,St Davids,0.9721304178237916,"(0, 9)",1044,"['NNP', 'NNP']","['PERSON', 'PERSON']",0,0.9721304178237916,0.9721304178237916,0.9721304178237916,0.9721304178237916,0.0,0.0,0.0,0.0,269,1
0,1069,24609730,Swear (Alan song),0.3974950015544891,0.0,2,169,8,['Mathew Knowles'],Who did King Charles III swear fealty to?,Promotion.,7,Promotion,0.9598910212516784,"(0, 9)",1069,['NN'],[''],0,3.086912512779236,0.9598910212516784,0.2964736819267273,0.6173825025558471,0.7038565371041214,0.3730378649253468,0.0,0.2346188457013738,12,1
1,1067,19972978,Swear jar,0.4088802933692932,0.0,3,300,8,['Mathew Knowles'],Who did King Charles III swear fealty to?,Commercially produced.,7,Commercially,0.799554169178009,"(0, 12)",1067,['RB'],[''],0,0.799554169178009,0.799554169178009,0.799554169178009,0.799554169178009,1.2593723063082094,0.4078155659495861,0.0,0.25187446126164187,10,1
2,1060,455610,Swear,0.4714022278785705,0.3787042011538726,7,7,8,['Mathew Knowles'],Who did King Charles III swear fealty to?,Swear or Swearing may refer to:,7,Swearing,0.6841527223587036,"(9, 17)",1060,['VBG'],[''],0,0.6841527223587036,0.6841527223587036,0.6841527223587036,0.6841527223587036,0.3787042011538726,0.3787042011538726,0.3787042011538726,0.3787042011538726,3,1
3,1057,50398731,I Swear (disambiguation),0.5051814913749695,0.5186297692556014,7,32,8,['Mathew Knowles'],Who did King Charles III swear fealty to?,I Swear may also refer to:,7,Swear,0.6370478272438049,"(2, 7)",1057,['VB'],[''],0,0.6370478272438049,0.6370478272438049,0.6370478272438049,0.6370478272438049,0.8075955522719622,0.5186297692556014,0.2889657830163608,0.4037977761359811,0,1
0,1083,27469038,Emerge (song),0.5012857913970947,0.177343976100633,28,393,6,['late 1990s'],When did the Frankish identity emerge?,"In 2004, a mashup of ""Everybody Wants You"" by Billy Squier and ""Emerge"" was included on the ""Queer Eye"" soundtrack.",8,2004,0.9482290148735046,"(3, 7)",1083,['CD'],['DATE'],0,30.316362055018544,0.9992505311965942,0.0251204911619424,0.6890082285231487,1.6386334157341715,0.3629010588997475,0.0,0.16386334157341714,13,2
1,1075,27469038,Emerge (song),0.5012857913970947,0.3058273678272454,22,393,6,['late 1990s'],When did the Frankish identity emerge?,"In 2002, Fischerspooner performed ""Emerge"" on the British music chart television program ""Top of the Pops"".",8,2002,0.8828648924827576,"(3, 7)",1075,['CD'],['DATE'],0,12.526769451797009,0.9964366555213928,0.0986092165112495,0.5693986114453186,1.6386334157341715,0.3629010588997475,0.0,0.16386334157341714,5,1
2,1074,2045116,Kevin Frankish,0.5127955675125122,0.3477200572608148,30,606,6,['late 1990s'],When did the Frankish identity emerge?,"In 2012 Frankish was awarded the Queen's Jubilee Medal for his community service, particularly with Easter Seals, an organization he has worked with for 40 years.",8,2012,0.8339236974716187,"(3, 7)",1074,['CD'],['DATE'],0,60.672077767550945,0.9992786645889282,0.0280086770653724,0.7399033874091578,2.135213479416009,0.4569219274413605,0.0,0.23724594215733433,4,1
3,1091,36414,876,0.473713755607605,0.0,25,30,6,['late 1990s'],When did the Frankish identity emerge?,Year 876 (DCCCLXXVI) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.,8,Sunday,0.8183740973472595,"(49, 55)",1091,['NNP'],['DATE'],0,1.0270679369568823,0.8183740973472595,0.0987801626324653,0.3423559789856274,0.0,0.0,0.0,0.0,21,1
0,1097,172183,Hastings (disambiguation),0.7431015372276306,0.6524185460615397,6,25,8,['lead singer'],Who was the duke in the battle of Hastings?,Hastings may also refer to:,9,Hastings,0.957879364490509,"(0, 8)",1097,['NNS'],[''],0,3.5268662869930267,0.957879364490509,0.1357975304126739,0.7053732573986053,3.0826831191811372,0.8987616757613551,0.6524185460615397,0.7706707797952843,3,2
1,1098,8405712,Hastings High School,0.7258708477020264,0.6524185460615397,7,7,8,['lead singer'],Who was the duke in the battle of Hastings?,Hastings High School may refer to:,9,Hastings High School,0.8906685709953308,"(0, 20)",1098,"['NNP', 'NNP', 'NNP']","['ORG', 'ORG', 'ORG']",0,1.3254456222057343,0.8906685709953308,0.4347770512104034,0.6627228111028671,1.4156213876472614,0.7632028415857217,0.6524185460615397,0.7078106938236307,4,1
2,1102,11514332,Hastings (name),0.7266007661819458,0.0,2,139,8,['lead singer'],Who was the duke in the battle of Hastings?,Surnames.,9,Surnames,0.8043663501739502,"(0, 8)",1102,['NNS'],[''],0,1.0226825326681137,0.8043663501739502,0.2183161824941635,0.5113412663340569,1.6951662266411023,0.545274172455178,0.0,0.2825277044401837,8,1
3,1094,32102529,Battle of Hastings (disambiguation),0.7719048857688904,0.8381546381858419,20,29,8,['lead singer'],Who was the duke in the battle of Hastings?,"The Battle of Hastings was a battle that took place near Hastings, England, on 14 October 1066. ",9,England,0.4663178622722626,"(67, 74)",1094,['NN'],['GPE'],0,17.38898652046919,0.9884193539619446,0.0701495483517646,0.4576049084333997,3.475894494678843,0.9804779545481358,0.7637836005763052,0.8689736236697108,0,1
0,1119,442503,Duke of Normandy,0.5809246301651001,0.3404129068860319,122,1706,8,['Dangerously in Love'],Who ruled the duchy of Normandy,"In 1332, King Philip VI gave the Duchy in appanage to his son John, who became king John II of France in 1350. He in turn gave the Duchy in appanage to his son Charles, who became king Charles V of France in 1364. In 1465, Louis XI, under constraint, gave the Duchy to his brother Charles de Valois, Duke of Berry. Charles was unable to hold the Duchy and in 1466 it was again subsumed into the crown lands and remained a permanent part of them. The title was conferred on a few junior members of the French royal family before the abolition of the French monarchy in 1792.",10,King Philip VI,0.9868096709251404,"(9, 23)",1119,"['NNP', 'NNP', 'NNP']","['', '', '']",0,0.9868096709251404,0.9868096709251404,0.9868096709251404,0.9868096709251404,9.490368666306148,0.6842653952802079,0.0,0.2791284901854749,16,1
1,1105,991064,Normandy (disambiguation),0.6559504270553589,0.560087941258431,5,11,8,['Dangerously in Love'],Who ruled the duchy of Normandy,Normandy may refer to -,10,Normandy,0.904363751411438,"(0, 8)",1105,['JJ'],[''],0,25.653680313378572,0.9997647404670716,0.0389792881906032,0.5830381889404221,14.454894437761682,0.874117903133371,0.5218992697752476,0.6570406562618947,2,2
2,1120,442503,Duke of Normandy,0.5809246301651001,0.3357940672634013,48,1706,8,['Dangerously in Love'],Who ruled the duchy of Normandy,"A statue of the first seven dukes was erected in Falaise in Normandy in the 19th century. It depicts William the Conqueror, the Duke of Normandy and later King of England, on a horse, and is surrounded by statues of his six predecessors.",10,William the Conqueror,0.864653468132019,"(101, 122)",1120,"['NNP', 'DT', 'NNP']","['PERSON', 'PERSON', '']",0,3.3180667608976364,0.960883855819702,0.0668352097272872,0.5530111268162727,9.490368666306148,0.6842653952802079,0.0,0.2791284901854749,17,1
3,1110,442503,Duke of Normandy,0.5809246301651001,0.4859320400859672,64,1706,8,['Dangerously in Love'],Who ruled the duchy of Normandy,"Despite both the 13th century loss of mainland Normandy, and the extinction of the duchy itself in modern-day, republican France, in the Channel Islands the monarch of the United Kingdom is regardless still referred to by the title ""Duke of Normandy"". This is the title used whether the monarch is a King or a Queen.",10,republican France,0.7521777153015137,"(111, 128)",1110,"['NNP', 'NNP']","['NORP', 'GPE']",0,0.7521777153015137,0.7521777153015137,0.7521777153015137,0.7521777153015137,9.490368666306148,0.6842653952802079,0.0,0.2791284901854749,7,1
0,1176,29070412,Normans Kill,0.5459702610969543,0.2172336092364613,94,416,2,['2003'],What religion were the Normans,"The Normans Kill is a creek in New York's Capital District located in Schenectady and Albany counties. It flows southeasterly from its source in the town of Duanesburg near Delanson to its mouth at the Hudson River in the town of Bethlehem. In the town of Guilderland, the stream is dammed to create the Watervliet Reservoir, a drinking water source for the city of Watervliet and the Town of Guilderland. A one megawatt hydrolectric plant at the dam provides power to pump water to the filtration plant.",11,creek,0.6811434030532837,"(22, 27)",1176,['NN'],[''],0,2.7706797532737255,0.8696531057357788,0.0304385721683502,0.3463349691592157,42.73270192178786,0.6504300408318352,0.0,0.30523358515562754,28,1
1,1152,225777,Battle of Civitate,0.6187269687652588,0.6441567644621876,68,2537,2,['2003'],What religion were the Normans,"The availability of this mercenary force (the Normans were famous for being ""militariter lucrum quaerens"", ""seeking wealth through military service"") could not escape the notice of the Christian rulers of Southern Italy, who employed the Normans in their internal wars. The Normans took advantage of this turmoil; in 1030, Rainulf Drengot obtained the County of Aversa.",11,Christian,0.6635616421699524,"(185, 194)",1152,['JJ'],['NORP'],0,19.836353290826082,0.9719234704971312,0.0476768501102924,0.536117656508813,142.06366256566938,0.814373069617843,0.0,0.20236988969468572,4,2
2,1196,225777,Battle of Civitate,0.6187269687652588,0.0,2,2537,2,['2003'],What religion were the Normans,Aftermath.,11,Aftermath,0.6471289992332458,"(0, 9)",1196,['NNP'],[''],0,32.721619978547096,0.9708759784698486,0.2384404093027115,0.7609679064778394,142.06366256566938,0.814373069617843,0.0,0.20236988969468572,48,1
3,1187,225777,Battle of Civitate,0.6187269687652588,0.0,2,2537,2,['2003'],What religion were the Normans,Background.,11,Background,0.6471289992332458,"(0, 10)",1187,['NN'],[''],0,110.36369786784053,0.9849268794059752,0.061262059956789,0.6854888066325499,142.06366256566938,0.814373069617843,0.0,0.20236988969468572,39,1
0,1205,2547006,Dynasty (disambiguation),0.459027886390686,0.4159843530338708,6,17,2,['five'],What type of major impact did the Norman dynasty have on modern Europe?,Dynasty may also refer to:,12,Dynasty,0.7643541097640991,"(0, 7)",1205,['NN'],['DATE'],0,0.7643541097640991,0.7643541097640991,0.7643541097640991,0.7643541097640991,0.744710368213761,0.4159843530338708,0.3287260151798902,0.3723551841068805,0,1
1,1214,17110107,Norman (name),0.4718986451625824,0.0,2,439,2,['five'],What type of major impact did the Norman dynasty have on modern Europe?,Etymology.,12,Etymology,0.6456847190856934,"(0, 9)",1214,['NN'],[''],0,52.40457999706268,0.9855982661247252,0.2664855420589447,0.7594866666240968,27.792952755915362,0.4660697321598461,0.0,0.1102894950631562,9,1
2,1216,17110107,Norman (name),0.4718986451625824,0.0,3,439,2,['five'],What type of major impact did the Norman dynasty have on modern Europe?,Given name.,12,Given name.,0.5549025535583496,"(0, 11)",1216,"['VBN', 'NN', '.']","['', '', '']",0,3.1579688489437103,0.5549025535583496,0.2562116384506225,0.3947461061179638,27.792952755915362,0.4660697321598461,0.0,0.1102894950631562,11,1
3,1218,17110107,Norman (name),0.4718986451625824,0.0,9,439,2,['five'],What type of major impact did the Norman dynasty have on modern Europe?,"England, Wales and the Isle of Man.",12,.,0.4724806547164917,"(34, 35)",1218,['.'],[''],0,54.10215167049318,0.7507990002632141,0.0125655950978398,0.2877774025026233,27.792952755915362,0.4660697321598461,0.0,0.1102894950631562,13,1
0,1223,347434,Spirit,0.4779881834983825,0.4078603876432077,5,5,8,['lead singer'],Who was famed for their Christian spirit?,Spirit may refer to:,13,Spirit,0.9813025593757628,"(0, 6)",1223,['NNP'],[''],0,0.9813025593757628,0.9813025593757628,0.9813025593757628,0.9813025593757628,0.4078603876432077,0.4078603876432077,0.4078603876432077,0.4078603876432077,0,1
1,1228,40625632,İye,0.4091953337192535,0.1695560041173115,36,459,8,['lead singer'],Who was famed for their Christian spirit?,"The term means owner, master, lord, possessor in Turkic languages. Ezen (familiar spirit, protector spirit) has the same meaning (owner, possessor) in the Mongolian language.",13,Ezen,0.964216649532318,"(67, 71)",1228,['NN'],[''],0,0.964216649532318,0.964216649532318,0.964216649532318,0.964216649532318,0.6010948824554034,0.2285604870621535,0.0,0.06010948824554034,5,1
2,1224,42888951,Spirit House,0.4290738999843597,0.4078603876432077,6,6,8,['lead singer'],Who was famed for their Christian spirit?,Spirit House may refer to:,13,Spirit House,0.9616429209709167,"(0, 12)",1224,"['NNP', 'NNP']","['', 'ORG']",0,0.9616429209709167,0.9616429209709167,0.9616429209709167,0.9616429209709167,0.4078603876432077,0.4078603876432077,0.4078603876432077,0.4078603876432077,1,1
3,1234,40625632,İye,0.4091953337192535,0.0,5,459,8,['lead singer'],Who was famed for their Christian spirit?,Well-known İyes.,13,İyes,0.833888828754425,"(11, 15)",1234,['NNP'],['ORG'],0,1.482482671737671,0.833888828754425,0.6485938429832458,0.7412413358688354,0.6010948824554034,0.2285604870621535,0.0,0.06010948824554034,11,2
0,1260,143118,Roman sites in Great Britain,0.6313188672065735,0.0,6,63,8,['Dangerously in Love'],Who assimilted the Roman language?,"See East Sussex, West Sussex",14,West Sussex,0.9338961839675904,"(17, 28)",1260,"['NNP', 'NNP']","['', '']",0,1.3112697005271912,0.9338961839675904,0.3773735165596008,0.6556348502635956,0.2976613931787697,0.2976613931787697,0.0,0.04961023219646162,23,1
1,1250,26113,Roman,0.562628448009491,0.3430832665431174,8,16,8,['Dangerously in Love'],Who assimilted the Roman language?,Roman or Romans may also refer to:,14,Romans,0.9312715530395508,"(9, 15)",1250,['NNS'],[''],0,1.911180641502142,0.9312715530395508,0.0494174025952816,0.6370602138340473,0.6562182192759537,0.3430832665431174,0.3131349527328363,0.32810910963797685,13,2
2,1270,57691,Outline of ancient Rome,0.5756654143333435,0.0,2,192,8,['Dangerously in Love'],Who assimilted the Roman language?,Ordinary magistrate,14,Ordinary magistrate,0.9072681069374084,"(0, 19)",1270,"['JJ', 'NN']","['', '']",0,0.9072681069374084,0.9072681069374084,0.9072681069374084,0.9072681069374084,5.812106134527152,0.596244308058453,0.0,0.15708394958181493,33,1
3,1268,57691,Outline of ancient Rome,0.5756654143333435,0.0,2,192,8,['Dangerously in Love'],Who assimilted the Roman language?,Magistrates.,14,Magistrates,0.9051664471626282,"(0, 11)",1268,['NNS'],[''],0,0.9051664471626282,0.9051664471626282,0.9051664471626282,0.9051664471626282,5.812106134527152,0.596244308058453,0.0,0.15708394958181493,31,1
0,1391,40918405,Normandy School District,0.6616911888122559,0.0,4,1170,8,['acting'],Who ruled the country of Normandy?,Harrison School - 1907,15,Harrison School - 1907,0.9591582417488098,"(0, 22)",1391,"['NNP', 'NNP', 'HYPH', 'CD']","['PERSON', 'PERSON', 'PERSON', 'PERSON']",0,6.317804157733917,0.9591582417488098,0.8016300797462463,0.9025434511048454,45.874904896614524,0.8829069956137664,0.0,0.18497945522828438,104,1
1,1386,40918405,Normandy School District,0.6616911888122559,0.0,4,1170,8,['acting'],Who ruled the country of Normandy?,Washington School - 1894,15,Washington School - 1894,0.9552401304244996,"(0, 24)",1386,"['NNP', 'NNP', 'HYPH', 'CD']","['ORG', 'ORG', 'ORG', 'ORG']",0,7.139017224311829,0.9695911407470704,0.570694625377655,0.8923771530389786,45.874904896614524,0.8829069956137664,0.0,0.18497945522828438,99,1
