level_0,index,doc_id,title,doc_sim,par_sim,par_length,doc_length,question_type,truths,q,para,q_id,answer,score,idxs,ids,pos,ner,target,sum_span_score,max_span_score,min_span_score,avg_span_score,sum_doc_score,max_doc_score,min_doc_score,avg_doc_score,first_occurence,num_occurence
2,79,28637966,List of songs recorded by Destiny's Child,0.4648272097110748,0.0,21,102,6,"['Denmark, Iceland and Norway', 'Denmark, Iceland and Norway', 'Denmark, Iceland and Norway', 'Denmark, Iceland and Norway']",When did Beyonce leave Destiny's Child and become a solo singer?,"- the songs listed that have not yet been leaked from ""Survivor"" have been acquired from ASCAP's Repertory",2,Repertory,0.610715925693512,"(97, 106)",79,['NN'],[''],0,3.737358435988426,0.7880182266235352,0.1550476849079132,0.5339083479983466,11.044076534003368,0.4362263143306868,0.0,0.09687786433336287,9,1
3,76,28637966,List of songs recorded by Destiny's Child,0.4648272097110748,0.1488784068751057,37,102,6,"['Denmark, Iceland and Norway', 'Denmark, Iceland and Norway', 'Denmark, Iceland and Norway', 'Denmark, Iceland and Norway']",When did Beyonce leave Destiny's Child and become a solo singer?,"- those listed that have not yet been leaked from ""Destiny's Child"" (produced by Tim &amp; Bob) have been taken directly from Tim &amp; Bob's catalogue.",2,Bob,0.5291256904602051,"(91, 94)",76,['NNP'],['PERSON'],0,4.553336814045906,0.5810670852661133,0.100745141506195,0.41393971036780963,11.044076534003368,0.4362263143306868,0.0,0.09687786433336287,6,1
0,101,9899084,Nadia Buari,0.4182223975658417,0.0,2,428,5,"['Rollo', 'Rollo', 'Rollo', 'Rollo']",In what city and state did Beyonce  grow up? ,Recognitions.,3,Recognitions,0.8915766477584839,"(0, 12)",101,['FW'],[''],0,40.464167058467865,0.977634608745575,0.1779176890850067,0.7225744117583547,68.19591450289646,0.6194241172978492,0.0,0.07838610862401892,20,1
1,96,9899084,Nadia Buari,0.4182223975658417,0.0,25,428,5,"['Rollo', 'Rollo', 'Rollo', 'Rollo']",In what city and state did Beyonce  grow up? ,"In 2013, she won the Pan African Actress award at the annual Nigerian Entertainment Awards (NEA Awards) in New York City.",3,New York City,0.8684501051902771,"(107, 120)",96,"['NNP', 'NNP', 'NNP']","['GPE', 'GPE', 'GPE']",0,5.360434353351593,0.8739169836044312,0.5176554918289185,0.7657763361930847,68.19591450289646,0.6194241172978492,0.0,0.07838610862401892,15,1
2,87,9899084,Nadia Buari,0.4182223975658417,0.3373076198844794,82,428,5,"['Rollo', 'Rollo', 'Rollo', 'Rollo']",In what city and state did Beyonce  grow up? ,"Buari moved from Ghanaian films to Nollywood films around the year 2008. Her breakthrough role in Nollywood was in the film ""Beyonce &amp; Rihanna"" as Beyonce alongside Nollywood actress Omotola Jalade Ekeinde who played Rihanna. The film became very popular to both Ghanaian and Nigerian audience. Her other notable Nollywood films include ""Rough Rider"", ""Beauty and the Beast"", ""Holding Hope"" and ""Single and Married"".",3,Nollywood,0.8512446880340576,"(98, 107)",87,['NNP'],[''],0,14.391812667250631,0.8512446880340576,0.0440032221376895,0.36902083762181104,68.19591450289646,0.6194241172978492,0.0,0.07838610862401892,6,1
3,89,12040012,Abdul Salam Mumuni,0.4271601736545563,0.0,2,58,5,"['Rollo', 'Rollo', 'Rollo', 'Rollo']",In what city and state did Beyonce  grow up? ,Career.,3,Career,0.8354935050010681,"(0, 6)",89,['NN'],[''],0,131.34500241279602,0.9843899607658386,0.093324989080429,0.7256629967557792,0.097314020169307,0.0657515732073993,0.0,0.0005497967241203785,8,3
0,130,9899084,Nadia Buari,0.3919141888618469,0.0,17,428,5,"['10th century', 'the first half of the 10th century', '10th', '10th']",In which decade did Beyonce become famous?,"In 2019, Buari revealed in an interview that she is married and has four children.",4,2019,0.9674542546272278,"(3, 7)",130,['CD'],['DATE'],0,20.59889104962349,0.9987685084342957,0.1191954910755157,0.7103065879180513,68.19591450289646,0.6194241172978492,0.0,0.07838610862401892,21,1
1,132,9899084,Nadia Buari,0.3919141888618469,0.0,17,428,5,"['10th century', 'the first half of the 10th century', '10th', '10th']",In which decade did Beyonce become famous?,"In 2014, Buari was awarded the Special Recognition Award at Africa Magic Viewers Choice Awards.",4,2014,0.9380871653556824,"(3, 7)",132,['CD'],['DATE'],0,19.3051498234272,0.9960506558418274,0.0715292245149612,0.6227467684976516,68.19591450289646,0.6194241172978492,0.0,0.07838610862401892,23,1
2,113,65992443,Dancegod Lloyd,0.3801954686641693,0.3503645236970144,56,205,5,"['10th century', 'the first half of the 10th century', '10th', '10th']",In which decade did Beyonce become famous?,"Laud Anoo Konadu (born May 25, 1992) known professionally as Dancegod Lloyd, is a Ghanaian dancer, dance coach and choreographer. He is a co-founder of the dance school, DWP academy. In 2020, he performed in Beyonce's Already music video which featured Shatta Wale.",4,2020,0.922915816307068,"(186, 190)",113,['CD'],['DATE'],0,13.231906682252884,0.989446222782135,0.0336391255259513,0.4562726442156167,42.49896158593426,0.5160477377761628,0.0,0.09837722589336634,4,1
3,136,65992443,Dancegod Lloyd,0.3801954686641693,0.0,36,205,5,"['10th century', 'the first half of the 10th century', '10th', '10th']",In which decade did Beyonce become famous?,"In 2017, Dancegod with his manager and dance partner, Afro Beast initiated a charitable group called ""Dance With Purpose Academy"" which was aimed at helping young talented dancers on the street.",4,2017,0.7851873636245728,"(3, 7)",136,['CD'],['DATE'],0,8.380708083510399,0.9931443333625792,0.2412840873003006,0.6983923402925333,42.49896158593426,0.5160477377761628,0.0,0.09837722589336634,27,1
0,412,83688,Beyoncé,0.7188196182250977,0.6541053291055451,6,18612,2,"['William the Conqueror', 'William the Conqueror', 'William the Conqueror']",What role did Beyoncé have in Destiny's Child?,1997–2002: Destiny's Child.,9,1997–2002,0.9599215984344482,"(0, 9)",412,['CD'],['CARDINAL'],0,7.636134117841721,0.997283399105072,0.4829123318195343,0.8484593464268578,1597.1237178019612,1.0,0.0,0.25743451286298535,1,1
1,584,83688,Beyoncé,0.7188196182250977,0.0,1,18612,2,"['William the Conqueror', 'William the Conqueror', 'William the Conqueror']",What role did Beyoncé have in Destiny's Child?,Residencies,9,Residencies,0.8995563983917236,"(0, 11)",584,['NNS'],[''],0,39.90322667360306,0.9930531978607178,0.6610943675041199,0.9068915153091605,1597.1237178019612,1.0,0.0,0.25743451286298535,173,1
2,496,83688,Beyoncé,0.7188196182250977,0.336299918223977,304,18612,2,"['William the Conqueror', 'William the Conqueror', 'William the Conqueror']",What role did Beyoncé have in Destiny's Child?,"Beyoncé's first solo recording was a feature on Jay-Z's song '03 Bonnie &amp; Clyde"" that was released in October 2002, peaking at number four on the U.S. ""Billboard"" Hot 100 chart. On June 14, 2003, Beyoncé premiered songs from her first solo album ""Dangerously in Love"" during her first solo concert and the pay-per-view television special, ""Ford Presents Beyoncé Knowles, Friends &amp; Family, Live From Ford's 100th Anniversary Celebration in Dearborn, Michigan."" The album was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the ""Billboard"" 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay-Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&amp;B Album, Best Female R&amp;B Vocal Performance for ""Dangerously in Love 2"", Best R&amp;B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&amp;B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross. During the ceremony, she performed with Prince.",9,Crazy in Love,0.8623049259185791,"(741, 754)",496,"['JJ', 'IN', 'NN']","['', '', 'WORK_OF_ART']",0,6.435398243367672,0.9967023730278016,0.0409308299422264,0.4022123902104795,1597.1237178019612,1.0,0.0,0.25743451286298535,85,1
3,464,83688,Beyoncé,0.7188196182250977,0.3974759254225453,107,18612,2,"['William the Conqueror', 'William the Conqueror', 'William the Conqueror']",What role did Beyoncé have in Destiny's Child?,"Following her role in ""Dreamgirls"", Beyoncé was nominated for Best Original Song for ""Listen"" and Best Actress at the Golden Globe Awards, and Outstanding Actress in a Motion Picture at the NAACP Image Awards. Beyoncé won two awards at the Broadcast Film Critics Association Awards 2006; Best Song for ""Listen"" and Best Original Soundtrack for ""Dreamgirls: Music from the Motion Picture"". According to Fuse in 2014, Beyoncé is the second-most award-winning artist of all time, after Michael Jackson. Lemonade won a Peabody Award in 2017.",9,Dreamgirls,0.8490926027297974,"(23, 33)",464,['NNS'],[''],0,23.346510261297226,0.995525062084198,0.0793796330690383,0.46693020522594453,1597.1237178019612,1.0,0.0,0.25743451286298535,53,3
0,600,41353912,Beyoncé (album),0.6958193182945251,0.584832955839523,8,8416,2,"['Richard I', 'Richard I', 'Richard I']",What was the first album Beyoncé released as a solo artist?,Credits adapted from Beyoncé's official website.,10,Credits,0.9930068254470824,"(0, 7)",600,['NNS'],[''],0,24.620151184499264,0.9930068254470824,0.1135402545332908,0.6838930884583129,88.28710323084127,0.6200555278372784,0.0,0.2559046470459167,6,3
1,812,83688,Beyoncé,0.7949370741844177,0.0,2,18612,2,"['Richard I', 'Richard I', 'Richard I']",What was the first album Beyoncé released as a solo artist?,Films starred,10,Films,0.974005162715912,"(0, 5)",812,['NNS'],[''],0,77.69392436742783,0.9866877794265748,0.5084621906280518,0.8828855041753162,1597.1237178019612,1.0,0.0,0.25743451286298535,218,2
2,817,83688,Beyoncé,0.7949370741844177,0.0,1,18612,2,"['Richard I', 'Richard I', 'Richard I']",What was the first album Beyoncé released as a solo artist?,Residencies,10,Residencies,0.9694656133651732,"(0, 11)",817,['NNS'],[''],0,39.90322667360306,0.9930531978607178,0.6610943675041199,0.9068915153091605,1597.1237178019612,1.0,0.0,0.25743451286298535,223,1
3,609,83688,Beyoncé,0.7949370741844177,0.5571741351444877,304,18612,2,"['Richard I', 'Richard I', 'Richard I']",What was the first album Beyoncé released as a solo artist?,"Beyoncé's first solo recording was a feature on Jay-Z's song '03 Bonnie &amp; Clyde"" that was released in October 2002, peaking at number four on the U.S. ""Billboard"" Hot 100 chart. On June 14, 2003, Beyoncé premiered songs from her first solo album ""Dangerously in Love"" during her first solo concert and the pay-per-view television special, ""Ford Presents Beyoncé Knowles, Friends &amp; Family, Live From Ford's 100th Anniversary Celebration in Dearborn, Michigan."" The album was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the ""Billboard"" 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay-Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&amp;B Album, Best Female R&amp;B Vocal Performance for ""Dangerously in Love 2"", Best R&amp;B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&amp;B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross. During the ceremony, she performed with Prince.",10,Dangerously in Love,0.9490944743156432,"(251, 270)",609,"['RB', 'IN', 'NN']","['', '', 'WORK_OF_ART']",0,31.107874095439907,0.9924004077911376,0.0233232043683528,0.43205380688110984,1597.1237178019612,1.0,0.0,0.25743451286298535,15,6
0,883,83688,Beyoncé,0.6471190452575684,0.479373929292948,13,18612,6,"['Catholic', 'Catholic orthodoxy', 'Catholic']",When did Beyoncé release Dangerously in Love?,"2003–2005: ""Dangerously in Love"" and ""Destiny Fulfilled"".",11,2003–2005,0.9964914917945862,"(0, 9)",883,['CD'],['CARDINAL'],0,11.247999608516693,0.9964914917945862,0.3341402411460876,0.8652307391166687,1597.1237178019612,1.0,0.0,0.25743451286298535,30,1
1,1042,83688,Beyoncé,0.6471190452575684,0.0,20,18612,6,"['Catholic', 'Catholic orthodoxy', 'Catholic']",When did Beyoncé release Dangerously in Love?,"2019–present: ""Homecoming"", ""The Lion King"" and ""Black Is King"".",11,2019,0.9952616691589355,"(0, 4)",1042,['CD'],['DATE'],0,20.59889104962349,0.9987685084342957,0.1191954910755157,0.7103065879180513,1597.1237178019612,1.0,0.0,0.25743451286298535,189,1
2,858,83688,Beyoncé,0.6471190452575684,0.6561906610017127,6,18612,6,"['Catholic', 'Catholic orthodoxy', 'Catholic']",When did Beyoncé release Dangerously in Love?,"2013–2015: ""Beyoncé"".",11,2013–2015,0.9931454062461852,"(0, 9)",858,['CD'],['CARDINAL'],0,28.61889299750328,0.9986572265625,0.2391168773174286,0.7734835945271157,1597.1237178019612,1.0,0.0,0.25743451286298535,5,1
3,854,14617199,Dangerously in Love 2,0.8196651339530945,0.7183375524174617,99,1603,6,"['Catholic', 'Catholic orthodoxy', 'Catholic']",When did Beyoncé release Dangerously in Love?,"""Dangerously in Love"" was written and produced by Beyoncé and Errol McCalla, Jr. It was recorded for the Destiny's Child album, ""Survivor"" (2001). Beyoncé re-recorded the song at the SugarHill Studios in Houston, Texas in 2002 for her debut solo album, ""Dangerously in Love"". Her version, which was titled ""Dangerously in Love 2"", features a modified arrangement. It was set as a remix track, but later became the title track to her debut studio album.",11,2002,0.9856398105621338,"(222, 226)",854,['CD'],['DATE'],0,10.032177165150642,0.9856398105621338,0.1244283318519592,0.5016088582575321,9.323900066746663,0.7183375524174617,0.0,0.27423235490431364,1,4
0,1821,65992443,Dancegod Lloyd,0.3089945614337921,0.3722521729325133,23,205,12,"['Viking', 'Norseman, Viking', 'Norseman, Viking']","To set the record for Grammys, how many did Beyonce win?","He has performed in several music videos including Already by Beyonce, See Brother by Patoranking and Shoo by Kwamz and Flava.",17,Already,0.969488561153412,"(51, 58)",1821,['RB'],[''],0,19.808365613222122,0.969488561153412,0.0728757381439209,0.4606596654237703,42.49896158593426,0.5160477377761628,0.0,0.09837722589336634,21,2
1,1843,16116273,Grammy Award records,0.2739709317684173,0.0533708906752538,41,2121,12,"['Viking', 'Norseman, Viking', 'Norseman, Viking']","To set the record for Grammys, how many did Beyonce win?","Ray Charles holds the record for most posthumous awards won in one night. He was awarded five Grammy Awards at the 47th Annual Grammy Awards in 2005, including both Record of the Year and Album of the Year. ",17,five,0.9677368998527528,"(89, 93)",1843,['CD'],['CARDINAL'],0,14.418753497302532,0.9677368998527528,0.07777089625597,0.6269023259696753,13.272284684789414,0.6313836505745075,0.0,0.16385536647888166,43,2
2,1833,16116273,Grammy Award records,0.2739709317684173,0.1321032099253183,27,2121,12,"['Viking', 'Norseman, Viking', 'Norseman, Viking']","To set the record for Grammys, how many did Beyonce win?","The record for most Grammy nominations without a win in one night is 9, held by Paul McCartney. The record was set in 1966.",17,9,0.9669798612594604,"(69, 70)",1833,['CD'],['CARDINAL'],0,3.673495229333639,0.9669798612594604,0.0589473582804203,0.4591869036667049,13.272284684789414,0.6313836505745075,0.0,0.16385536647888166,33,1
3,1844,16116273,Grammy Award records,0.2739709317684173,0.0532923690865838,19,2121,12,"['Viking', 'Norseman, Viking', 'Norseman, Viking']","To set the record for Grammys, how many did Beyonce win?",U2 holds the record for most Grammy Awards won by a group. They have won 22 awards.,17,22,0.9493948817253112,"(73, 75)",1844,['CD'],['CARDINAL'],0,0.9493948817253112,0.9493948817253112,0.9493948817253112,0.9493948817253112,13.272284684789414,0.6313836505745075,0.0,0.16385536647888166,44,1
0,1920,20711879,Golden Globe Award for Best Actor,0.3441764712333679,0.3438160346006576,10,10,12,"['9th century', '9th century', '9th century']",For what movie did Beyonce receive  her first Golden Globe nomination?,Golden Globe Award for Best Actor can refer to:,18,Best Actor,0.9776059985160828,"(23, 33)",1920,"['JJS', 'NN']","['', '']",0,0.9776059985160828,0.9776059985160828,0.9776059985160828,0.9776059985160828,0.3438160346006576,0.3438160346006576,0.3438160346006576,0.3438160346006576,2,1
1,1922,1598381,Globe (disambiguation),0.3483371436595917,0.3043017190847515,6,33,12,"['9th century', '9th century', '9th century']",For what movie did Beyonce receive  her first Golden Globe nomination?,Globe may also refer to:,18,Globe,0.971740186214447,"(0, 5)",1922,['NN'],['ORG'],0,0.971740186214447,0.971740186214447,0.971740186214447,0.971740186214447,0.7456387443766308,0.3043017190847515,0.0,0.1864096860941577,4,1
2,1928,38016302,Globo d'oro,0.4353615939617157,0.0,24,76,12,"['9th century', '9th century', '9th century']",For what movie did Beyonce receive  her first Golden Globe nomination?,"The first awards ceremony took place in 1960 and was won by the film ""The Facts of Murder"" by Pietro Germi.",18,The Facts of Murder,0.8710523247718811,"(70, 89)",1928,"['DT', 'NNS', 'IN', 'NNP']","['', '', '', '']",0,0.8710523247718811,0.8710523247718811,0.8710523247718811,0.8710523247718811,0.1747288723387375,0.1747288723387375,0.0,0.05824295744624583,10,1
3,1932,9899084,Nadia Buari,0.3598836064338684,0.0,2,428,12,"['9th century', '9th century', '9th century']",For what movie did Beyonce receive  her first Golden Globe nomination?,Career.,18,Career,0.8461164236068726,"(0, 6)",1932,['NN'],[''],0,131.34500241279602,0.9843899607658386,0.093324989080429,0.7256629967557792,68.19591450289646,0.6194241172978492,0.0,0.07838610862401892,14,1
0,1996,4769059,Etta,0.4286965429782867,0.4288579436531333,5,5,12,"['911', '911', '911']","After what movie portraying Etta James, did Beyonce create Sasha Fierce?",Etta may refer to:,21,Etta,0.9379657506942748,"(0, 4)",1996,['NNP'],[''],0,0.9379657506942748,0.9379657506942748,0.9379657506942748,0.9379657506942748,0.4288579436531333,0.4288579436531333,0.4288579436531333,0.4288579436531333,0,1
1,2095,38981475,Sasha Williams (The Walking Dead),0.3551531136035919,0.0,2,9492,12,"['911', '911', '911']","After what movie portraying Etta James, did Beyonce create Sasha Fierce?",Casting.,21,Casting,0.9131983518600464,"(0, 7)",2095,['VBG'],[''],0,0.9131983518600464,0.9131983518600464,0.9131983518600464,0.9131983518600464,8.810337343288364,0.280157119708213,0.0,0.1519023679877304,99,1
2,2063,23768370,Etta James Sings Funk,0.3935346901416778,0.1218406936497139,128,258,12,"['911', '911', '911']","After what movie portraying Etta James, did Beyonce create Sasha Fierce?","The album was James's fourth release on the Cadet record label and was produced in Chicago, Illinois. The album includes a mix of Soul, Rhythm and Blues, and regular Blues. The album spawned two singles: ""Tighten Up Your Own Thing"" and ""Sound of Love."" While both singles were released to radio, neither of them charted the Rhythm and Blues or the ""Billboard"" Hot 100 charts in 1970. The album was released as 12-inch LP record and has not been reissued on compact disc in its entirety although five tracks were included as additional cuts on the reissue by Kent of Etta James' Losers Weepers' album in 2011.",21,Losers Weepers,0.9076380133628844,"(578, 592)",2063,"['NNP', 'NNPS']","['ORG', 'ORG']",0,0.9076380133628844,0.9076380133628844,0.9076380133628844,0.9076380133628844,0.9092999426581936,0.4124966584607582,0.0,0.1818599885316387,67,1
3,2096,38981475,Sasha Williams (The Walking Dead),0.3551531136035919,0.0,2,9492,12,"['911', '911', '911']","After what movie portraying Etta James, did Beyonce create Sasha Fierce?",Characterization.,21,Characterization,0.8929730653762817,"(0, 16)",2096,['NN'],[''],0,0.8929730653762817,0.8929730653762817,0.8929730653762817,0.8929730653762817,8.810337343288364,0.280157119708213,0.0,0.1519023679877304,100,1
0,2109,28637966,List of songs recorded by Destiny's Child,0.7430769801139832,0.0,21,102,6,"['King Charles III', 'King Charles III', 'King Charles III']",When did Destiny's Child end their group act?,"- the songs listed that have not yet been leaked from ""Survivor"" have been acquired from ASCAP's Repertory",22,Repertory,0.7880182266235352,"(97, 106)",2109,['NN'],[''],0,3.737358435988426,0.7880182266235352,0.1550476849079132,0.5339083479983466,11.044076534003368,0.4362263143306868,0.0,0.09687786433336287,9,1
1,2106,28637966,List of songs recorded by Destiny's Child,0.7430769801139832,0.2703672175506277,37,102,6,"['King Charles III', 'King Charles III', 'King Charles III']",When did Destiny's Child end their group act?,"- those listed that have not yet been leaked from ""Destiny's Child"" (produced by Tim &amp; Bob) have been taken directly from Tim &amp; Bob's catalogue.",22,Bob,0.5200904607772827,"(91, 94)",2106,['NNP'],['PERSON'],0,4.553336814045906,0.5810670852661133,0.100745141506195,0.41393971036780963,11.044076534003368,0.4362263143306868,0.0,0.09687786433336287,6,1
2,2100,2610507,Destiny (disambiguation),0.7623249888420105,0.6850501701847282,6,21,6,"['King Charles III', 'King Charles III', 'King Charles III']",When did Destiny's Child end their group act?,Destiny may also refer to:,22,Destiny,0.518160879611969,"(0, 7)",2100,['NN'],[''],0,18.695973806083202,0.9965967535972596,0.0323312655091285,0.5842491814401001,13.766232473069223,0.6934987777805061,0.1985567041068308,0.43019476478341323,0,1
3,2107,28637966,List of songs recorded by Destiny's Child,0.7430769801139832,0.0,3,102,6,"['King Charles III', 'King Charles III', 'King Charles III']",When did Destiny's Child end their group act?,Unreleased songs.,22,Unreleased songs.,0.3882868587970733,"(0, 17)",2107,"['JJ', 'NNS', '.']","['', '', '']",0,2.222948521375656,0.8314774632453918,0.3707247972488403,0.555737130343914,11.044076534003368,0.4362263143306868,0.0,0.09687786433336287,7,1
0,2117,41353912,Beyoncé (album),0.733257532119751,0.6200555278372784,8,8416,2,"['Seine', 'Epte', 'Seine']",What was the name of Beyoncé's second solo album?,Credits adapted from Beyoncé's official website.,23,Credits,0.9901365041732788,"(0, 7)",2117,['NNS'],[''],0,24.620151184499264,0.9930068254470824,0.1135402545332908,0.6838930884583129,88.28710323084127,0.6200555278372784,0.0,0.2559046470459167,6,3
1,2171,83688,Beyoncé,0.8266506791114807,0.4859999484082382,232,18612,2,"['Seine', 'Epte', 'Seine']",What was the name of Beyoncé's second solo album?,"Beyoncé names Michael Jackson as her major musical influence. Aged five, Beyoncé attended her first ever concert where Jackson performed and she claims to have realized her purpose. When she presented him with a tribute award at the World Music Awards in 2006, Beyoncé said, ""if it wasn't for Michael Jackson, I would never ever have performed."" Beyoncé was heavily influenced by Tina Turner, who she said ""Tina Turner is someone that I admire, because she made her strength feminine and sexy"". She admires Diana Ross as an ""all-around entertainer"", and Whitney Houston, who she said ""inspired me to get up there and do what she did."" Beyoncé cited Madonna as an influence ""not only for her musical style, but also for her business sense"", saying that she wanted to ""follow in the footsteps of Madonna and be a powerhouse and have my own empire."" She also credits Mariah Carey's singing and her song ""Vision of Love"" as influencing her to begin practicing vocal runs as a child. Her other musical influences include Prince, Shakira, Lauryn Hill, Sade Adu, Donna Summer, Mary J. Blige, Anita Baker, and Toni Braxton.",23,Michael Jackson,0.9821369051933287,"(14, 29)",2171,"['NNP', 'NNP']","['PERSON', 'PERSON']",0,17.671301148831844,0.9942234754562378,0.1024605259299278,0.6311178981725659,1597.1237178019612,1.0,0.0,0.25743451286298535,60,1
2,2334,83688,Beyoncé,0.8266506791114807,0.0,1,18612,2,"['Seine', 'Epte', 'Seine']",What was the name of Beyoncé's second solo album?,Residencies,23,Residencies,0.979905366897583,"(0, 11)",2334,['NNS'],[''],0,39.90322667360306,0.9930531978607178,0.6610943675041199,0.9068915153091605,1597.1237178019612,1.0,0.0,0.25743451286298535,223,1
